last_name,first_name,dob,gender,team_cat,country_short,team_short,team_long,code
GUERNALEC,Thibault,31/07/1997,Male,PCT,(Fra),PCB,TEAM ARKEA - SAMSIC,10010202259
GUERREIRO,Ruben,06/07/1994,Male,WTT,(Por),TKA,TEAM KATUSHA ALPECIN,10008674612
GUILMAN,Victorie,25/03/1996,Female,CTW,(Fra),FDJ,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,10009902367
GUTIERREZ ARZALUZ,Ariadna,22/08/1991,Female,CTW,(Mex),SWA,SWAPIT AGOLICO,10008599638
GUTIERREZ RUIZ,Sheyla,01/01/1994,Female,CTW,(Spa),MOV,MOVISTAR TEAM WOMEN,10008651572
HAAS,Nathan,12/03/1989,Male,WTT,(Aus),TKA,TEAM KATUSHA ALPECIN,10005768248
HAGA,Chad,26/08/1988,Male,WTT,(USA),SUN,TEAM SUNWEB,10007881333
HAGEN,Carl Fredrik,29/09/1991,Male,WTT,(Nor),LTS,LOTTO SOUDAL,10074860237
HAGEN,Edvald Boasson,17/05/1987,Male,WTT,(Nor),TDD,TEAM DIMENSION DATA,10019821326
HAGEN,Krister,12/01/1989,Male,PCT,(Nor),RIW,RIWAL READYNEZ CYCLING TEAM,10008114234
HAGIWARA,Mayuko,16/10/1986,Female,CTW,(Jpn),EIC,ENEICUE CYCLING TEAM,10003273732
HAIG,Jack,06/09/1993,Male,WTT,(Aus),MTS,MITCHELTON - SCOTT,10007834247
HÁJKOVÁ,Markéta,14/03/2000,Female,CTW,(Cze),SER,SERVETTO - PIUMATE - BELTRAMI TSA,10015335377
HALL,Katharine,06/01/1987,Female,CTW,(USA),DLT,BOELS DOLMANS CYCLINGTEAM,10009378668
HALLER,Marco,01/04/1991,Male,WTT,(Aut),TKA,TEAM KATUSHA ALPECIN,10006494132
HALVORSEN,Kristoffer,13/04/1996,Male,WTT,(Nor),SKY,TEAM SKY,10010023316
HAMILTON,Christopher,18/05/1995,Male,WTT,(Aus),SUN,TEAM SUNWEB,10011087686
HAMILTON,Lucas,12/02/1996,Male,WTT,(Aus),MTS,MITCHELTON - SCOTT,10009497593
HAMMES,Kathrin,09/01/1989,Female,CTW,(Ger),WNT,WNT ROTOR PRO CYCLING TEAM,10006380762
HANSELMANN,Nicole,06/05/1991,Female,CTW,(Swi),BIG,BIGLA,10004766017
HANSEN,Adam James,11/05/1981,Male,WTT,(Aus),LTS,LOTTO SOUDAL,10002920488
HANSEN,Jesper,23/10/1990,Male,PCT,(Den),COF,COFIDIS SOLUTIONS CREDITS,10006828174
HANSEN,Louise,12/02/1995,Female,CTW,(Den),TVC,TEAM VIRTU CYCLING,10010966135
HANSON,Lauretta,29/10/1994,Female,CTW,(Aus),TFS,TREK - SEGAFREDO,10007825456
HARDY,Romain,24/08/1988,Male,PCT,(Fra),PCB,TEAM ARKEA - SAMSIC,10005489271
HARVEY,Mikayla,07/09/1998,Female,CTW,(NZl),BIG,BIGLA,10015011843
HATSUYAMA,Sho,17/08/1988,Male,PCT,(Jpn),NIP,NIPPO - VINI FANTINI - FAIZANE',10006076628
HAUSSLER,Heinrich,25/02/1984,Male,WTT,(Aus),TBM,BAHRAIN - MERIDA,10002711435
HAYMAN,Mathew,20/04/1978,Male,WTT,(Aus),MTS,MITCHELTON - SCOTT,10001297457
HEINE,Vita,21/11/1984,Female,CTW,(Nor),HPU,HITEC PRODUCTS - BIRK SPORT,10007874057
HENAO GOMEZ,Sebastian,05/08/1993,Male,WTT,(Col),SKY,TEAM SKY,10007996824
HENAO MONTOYA,Sergio Luis,10/12/1987,Male,WTT,(Col),UAD,UAE TEAM EMIRATES,10005691658
HENTTALA,Joonas,17/09/1991,Male,PCT,(Fin),TNN,TEAM NOVO NORDISK,10007189195
HEPBURN,Michael,17/08/1991,Male,WTT,(Aus),MTS,MITCHELTON - SCOTT,10006291442
HERRADA,Jesus,26/07/1990,Male,PCT,(Spa),COF,COFIDIS SOLUTIONS CREDITS,10005977305
HERRADA,Jose,01/10/1985,Male,PCT,(Spa),COF,COFIDIS SOLUTIONS CREDITS,10004857458
HINDLEY,Jai,05/05/1996,Male,WTT,(Aus),SUN,TEAM SUNWEB,10010982909
HIRT,Jan,21/01/1991,Male,WTT,(Cze),AST,ASTANA PRO TEAM,10006469375
HIVERT,Jonathan,23/03/1985,Male,PCT,(Fra),TDE,DIRECT ENERGIE,10003094684
HOELGAARD,Daniel,01/07/1993,Male,WTT,(Nor),GFC,GROUPAMA - FDJ,10007519504
HOFFMANN,Chantal,30/10/1987,Female,CTW,(Lux),LSL,LOTTO SOUDAL LADIES,10004628294
HOFLAND,Moreno,31/08/1991,Male,WTT,(Ned),EF1,EF EDUCATION FIRST,10006288715
HOFMAN,Merel,04/01/1998,Female,CTW,(Ned),BPC,BIEHLER PRO CYCLING,10011161145
HOFSTEDE,Lennard,29/12/1994,Male,WTT,(Ned),TJV,TEAM JUMBO - VISMA,10008653693
HOFSTETTER,Hugo,13/02/1994,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10009850534
HOLDEN,Elizabeth,12/09/1997,Female,CTW,(GBr),DRP,DROPS,10010199330
HOLLENSTEIN,Reto,22/08/1985,Male,WTT,(Swi),TKA,TEAM KATUSHA ALPECIN,10006060056
HOLOWESKO,Liam,01/09/2000,Male,PCT,(USA),HBA,HAGENS BERMAN AXEON,10053704234
HONORÉ,Mikkel Frølich,21/01/1997,Male,WTT,(Den),DQT,DECEUNINCK  -  QUICK - STEP,10009637033
HOOGEBOOM,Roos,16/08/1982,Female,CTW,(Ned),BPC,BIEHLER PRO CYCLING,10009580146
HOSKING,Chloe,01/10/1990,Female,CTW,(Aus),ALE,ALE CIPOLLINI,10005781584
HOULE,Hugo,27/09/1990,Male,WTT,(Can),AST,ASTANA PRO TEAM,10006000240
HOWES,Alex,01/01/1988,Male,WTT,(USA),EF1,EF EDUCATION FIRST,10004759650
HOWSON,Damien,13/08/1992,Male,WTT,(Aus),MTS,MITCHELTON - SCOTT,10006720161
HUFFMAN,Evan,07/01/1990,Male,PCT,(USA),RLY,RALLY UHC CYCLING,10008633889
IBARROLA ALBIZUA,Luisa,13/03/2000,Female,CTW,(Spa),BDU,BIZKAIA - DURANGO,10023552691
IMPEY,Daryl,06/12/1984,Male,WTT,(RSA),MTS,MITCHELTON - SCOTT,10002916448
INTXAUSTI ELORRIAGA,Beñat,20/03/1986,Male,PCT,(Spa),EUS,EUSKADI BASQUE COUNTRY - MURIAS,10004839977
IRISARRI RICON,Jon,09/11/1995,Male,PCT,(Spa),CJR,CAJA RURAL - SEGUROS RGA,10009519118
IRIZAR ARAMBURU,Markel,05/02/1980,Male,WTT,(Spa),TFS,TREK - SEGAFREDO,10037021850
IRIZAR LASKURAIN,Julen,26/03/1995,Male,PCT,(Spa),EUS,EUSKADI BASQUE COUNTRY - MURIAS,10011227530
IRVINE,Declan,11/03/1999,Male,PCT,(Aus),TNN,TEAM NOVO NORDISK,10016185038
ISASI CRISTOBAL,Ziortza,05/08/1995,Female,CTW,(Spa),EIC,ENEICUE CYCLING TEAM,10009515983
ISKAKOVA,Amiliya,29/03/1995,Female,CTW,(Kaz),ASA,ASTANA WOMEN'S TEAM,10010655432
ISTA,Kevyn,22/11/1984,Male,PCT,(Bel),WVA,WALLONIE BRUXELLES,10003193304
ITO,Masakazu,12/06/1988,Male,PCT,(Jpn),NIP,NIPPO - VINI FANTINI - FAIZANE',10005480783
ITURRIA SEGUROLA,Mikel,16/03/1992,Male,PCT,(Spa),EUS,EUSKADI BASQUE COUNTRY - MURIAS,10008748572
IVERSEN,Rasmus Byriel,16/09/1997,Male,WTT,(Den),LTS,LOTTO SOUDAL,10010965529
IZAGIRRE INSAUSTI,Gorka,07/10/1987,Male,WTT,(Spa),AST,ASTANA PRO TEAM,10003357901
IZAGIRRE INSAUSTI,Ion,04/02/1989,Male,WTT,(Spa),AST,ASTANA PRO TEAM,10042236612
JACKSON,Alison,14/12/1988,Female,CTW,(Can),TIB,TEAM TIBCO - SILICON VALLEY BANK,10009686038
JAKOBSEN,Fabio,31/08/1996,Male,WTT,(Ned),DQT,DECEUNINCK  -  QUICK - STEP,10008706136
JANSE VAN RENSBURG,Jacques Willem,06/09/1987,Male,WTT,(RSA),TDD,TEAM DIMENSION DATA,10003226141
JANSE VAN RENSBURG,Reinardt,03/02/1989,Male,WTT,(RSA),TDD,TEAM DIMENSION DATA,10006282247
JANSEN,Amund Grøndahl,11/02/1994,Male,WTT,(Nor),TJV,TEAM JUMBO - VISMA,10008676632
JARAMILLO DIEZ,Daniel Alexander,15/01/1991,Male,PCT,(Col),MZN,MANZANA POSTOBON TEAM,10006481095
JARRIER,Benoit,01/02/1989,Male,PCT,(Fra),PCB,TEAM ARKEA - SAMSIC,10006565870
JASINSKA,Malgorzata,18/01/1984,Female,CTW,(Pol),MOV,MOVISTAR TEAM WOMEN,10004520079
JAUREGUI,Quentin,22/04/1994,Male,WTT,(Fra),ALM,AG2R LA MONDIALE,10007584067
JEULAND,Pascale,02/06/1987,Female,CTW,(Fra),DVE,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,10004629510
JONES,Brenton,12/12/1991,Male,PCT,(Aus),DMP,DELKO MARSEILLE PROVENCE,10006801296
JØRGENSEN,Emma Cecilie Norsgaard,26/07/1999,Female,CTW,(Den),BIG,BIGLA,10015197456
JØRGENSEN,Mathias Norsgaard,05/05/1997,Male,PCT,(Den),RIW,RIWAL READYNEZ CYCLING TEAM,10010973714
JOURNIAUX,Axel,20/05/1995,Male,PCT,(Fra),TDE,DIRECT ENERGIE,10009647339
JOYCE,Colin,06/08/1994,Male,PCT,(USA),RLY,RALLY UHC CYCLING,10007895376
JULES,Justin,20/09/1986,Male,PCT,(Fra),WVA,WALLONIE BRUXELLES,10049906480
JUNGELS,Bob,22/09/1992,Male,WTT,(Lux),DQT,DECEUNINCK  -  QUICK - STEP,10006679543
JUUL JENSEN,Christopher,06/07/1989,Male,WTT,(Den),MTS,MITCHELTON - SCOTT,10005840188
KÄMNA,Lennard,09/09/1996,Male,WTT,(Ger),SUN,TEAM SUNWEB,10009774146
KAMP,Alexander,14/12/1993,Male,PCT,(Den),RIW,RIWAL READYNEZ CYCLING TEAM,10007514450
KAMSTRA,Brian,05/07/1993,Male,PCT,(Ned),TNN,TEAM NOVO NORDISK,10010029881
KANGERT,Tanel,11/03/1987,Male,WTT,(Est),EF1,EF EDUCATION FIRST,10003205630
KANTER,Max,22/10/1997,Male,WTT,(Ger),SUN,TEAM SUNWEB,10010173563
KARAFILI,Joli,06/10/1995,Female,CTW,(Alb),CZF,CONCERIA ZABRI - FANINI,10072362990
KASENOVA,Karina,05/06/1998,Female,CTW,(Rus),CGS,COGEAS METTLER LOOK PRO CYCLING TEAM,10010179021
KASPER,Romy,05/05/1988,Female,CTW,(Ger),ALE,ALE CIPOLLINI,10004603137
KASPERKIEWICZ,Przemyslaw,01/03/1994,Male,PCT,(Pol),DMP,DELKO MARSEILLE PROVENCE,10007892245
KEISSE,Iljo,21/12/1982,Male,WTT,(Bel),DQT,DECEUNINCK  -  QUICK - STEP,10002264023
KELDERMAN,Wilco,25/03/1991,Male,WTT,(Ned),SUN,TEAM SUNWEB,10006473015
KENNAUGH,Peter,15/06/1989,Male,WTT,(GBr),BOH,BORA - HANSGROHE,10004880191
KENNEDY,Lucy,11/07/1988,Female,CTW,(Aus),MTS,MITCHELTON SCOTT,10014838556
KESSLER,Nina,04/07/1988,Female,CTW,(Ned),TIB,TEAM TIBCO - SILICON VALLEY BANK,10004735806
KEUKELEIRE,Jens,23/11/1988,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10006919215
KHAKIMOVA,Alina,25/09/1997,Female,CTW,(Uzb),CGS,COGEAS METTLER LOOK PRO CYCLING TEAM,10056178744
KING,Benjamin,22/03/1989,Male,WTT,(USA),TDD,TEAM DIMENSION DATA,10005487554
KIPTSIKAVA,Nastassia,10/08/1999,Female,CTW,(Blr),MCC,MINSK CYCLING CLUB,10015981944
KIRÁLY,Mónika,10/11/1983,Female,CTW,(Hun),SER,SERVETTO - PIUMATE - BELTRAMI TSA,10002877749
KIRCHMANN,Leah,30/06/1990,Female,CTW,(Can),SUN,TEAM SUNWEB,10006456443
KIRSCH,Alex,12/06/1992,Male,WTT,(Lux),TFS,TREK - SEGAFREDO,10006679644
KIRYIENKA,Vasil,28/06/1981,Male,WTT,(Blr),SKY,TEAM SKY,10002071841
KITCHEN,Lauren,21/11/1990,Female,CTW,(Aus),FDJ,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,10005971645
KITTEL,Marcel,11/05/1988,Male,WTT,(Ger),TKA,TEAM KATUSHA ALPECIN,10004502400
KLEIN,Lisa,15/07/1996,Female,CTW,(Ger),CSR,CANYON / /SRAM RACING,10008965814
KLEMENT,Melanie,03/05/1994,Female,CTW,(Ned),BPC,BIEHLER PRO CYCLING,10008891749
KLIACHINA,Oksana,11/09/1997,Female,CTW,(Ukr),LCW,LVIV CYCLING TEAM,10010746570
KLIMCHENKO,Tetyana,08/05/1994,Female,CTW,(Ukr),LCW,LVIV CYCLING TEAM,10009073827
KLUGE,Roger,05/02/1986,Male,WTT,(Ger),LTS,LOTTO SOUDAL,10003301620
KNEBELEVA,Ekaterina,13/12/1996,Female,CTW,(Uzb),CGS,COGEAS METTLER LOOK PRO CYCLING TEAM,10010609154
KNEES,Christian,05/03/1981,Male,WTT,(Ger),SKY,TEAM SKY,10001557741
KNETEMANN,Roxane,01/04/1987,Female,CTW,(Ned),PHV,PARKHOTEL VALKENBURG,10003266456
KNOX,James,04/11/1995,Male,WTT,(GBr),DQT,DECEUNINCK  -  QUICK - STEP,10009966530
KOBERNYAK,Evgeny,24/01/1995,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10010165378
KOCHETKOV,Pavel,07/03/1986,Male,WTT,(Rus),TKA,TEAM KATUSHA ALPECIN,10003223414
KONIG,Leopold,15/11/1987,Male,WTT,(Cze),BOH,BORA - HANSGROHE,10003272217
KONONENKO,Valeriya,14/05/1990,Female,CTW,(Ukr),LCW,LVIV CYCLING TEAM,10003836534
KONOVALOVAS,Ignatas,08/12/1985,Male,WTT,(Ltu),GFC,GROUPAMA - FDJ,10002921805
KONRAD,Patrick,13/10/1991,Male,WTT,(Aut),BOH,BORA - HANSGROHE,10007167775
KOPECKY,Lotte,10/11/1995,Female,CTW,(Bel),LSL,LOTTO SOUDAL LADIES,10007350459
KOPPENBURG,Clara,03/08/1995,Female,CTW,(Ger),WNT,WNT ROTOR PRO CYCLING TEAM,10009773035
KOREN,Kristijan,25/11/1986,Male,WTT,(Slo),TBM,BAHRAIN - MERIDA,10003261103
KOREVAAR,Jeanne,24/09/1996,Female,CTW,(Ned),CCC,CCC - LIV,10009894485
KORMOS,Veronika Anna,17/08/1992,Female,CTW,(Hun),HMT,HEALTH MATE - LADIES TEAM,10007973582
KOSTER,Anouska,20/08/1993,Female,CTW,(Ned),TVC,TEAM VIRTU CYCLING,10007968936
KOSTER,Claudia,22/03/1992,Female,CTW,(Ned),WNT,WNT ROTOR PRO CYCLING TEAM,10007295693
KOZHATAYEV,Bakhtiyar,28/03/1992,Male,WTT,(Kaz),AST,ASTANA PRO TEAM,10007218905
KRAGH ANDERSEN,Søren,10/08/1994,Male,WTT,(Den),SUN,TEAM SUNWEB,10046109336
KREDER,Wesley,04/11/1990,Male,PCT,(Ned),WGG,WANTY - GOBERT CYCLING TEAM,10005840289
KREUZIGER,Roman,06/05/1986,Male,WTT,(Cze),TDD,TEAM DIMENSION DATA,10003205327
KRISTOFF,Alexander,05/07/1987,Male,WTT,(Nor),UAD,UAE TEAM EMIRATES,10003269183
KRISTOLLARI,Xhorxhia,02/05/1995,Female,CTW,(Alb),CZF,CONCERIA ZABRI - FANINI,10072362182
KRÖGER,Mieke,18/07/1993,Female,CTW,(Ger),TVC,TEAM VIRTU CYCLING,10007520110
KRON,Andreas Lorentz,01/06/1998,Male,PCT,(Den),RIW,RIWAL READYNEZ CYCLING TEAM,10050032075
KRUIJSWIJK,Steven,07/06/1987,Male,WTT,(Ned),TJV,TEAM JUMBO - VISMA,10004443994
KUDUS,Merhawi,23/01/1994,Male,WTT,(Eri),AST,ASTANA PRO TEAM,10008855171
KUIJPERS,Evy,15/02/1995,Female,CTW,(Ned),CCC,CCC - LIV,10007960953
KULIECZA,Julie,04/11/1980,Female,CTW,(USA),HBS,HAGENS BERMAN / SUPERMINT,10006676715
KULIKOV,Vladislav,08/07/1996,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10009194772
KULIKOVSKIY,Alexandr,02/01/1997,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10014356485
KÜNG,Stefan,16/11/1993,Male,WTT,(Swi),GFC,GROUPAMA - FDJ,10007499494
KURBATOV,Aleksei,09/05/1994,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10007898713
KURIYANOV,Stepan,07/12/1996,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10009986233
KURNOSSOVA,Marina,24/08/2000,Female,CTW,(Kaz),ASA,ASTANA WOMEN'S TEAM,10036108737
KUSS,Sepp,13/09/1994,Male,WTT,(USA),TJV,TEAM JUMBO - VISMA,10008834660
KUSZTOR,Péter,27/12/1984,Male,PCT,(Hun),TNN,TEAM NOVO NORDISK,10003214724
KUZNETSOV,Viacheslav,24/06/1989,Male,WTT,(Rus),TKA,TEAM KATUSHA ALPECIN,10006175951
KWIATKOWSKI,Michal,02/06/1990,Male,WTT,(Pol),SKY,TEAM SKY,10005852821
LABOUS,Juliette,04/11/1998,Female,CTW,(Fra),SUN,TEAM SUNWEB,10009749894
LACH,Marta,26/05/1997,Female,CTW,(Pol),CCC,CCC - LIV,10009639962
LADAGNOUS,Matthieu,12/12/1984,Male,WTT,(Fra),GFC,GROUPAMA - FDJ,10003021128
LAENGEN,Vegard Stake,07/02/1989,Male,WTT,(Nor),UAD,UAE TEAM EMIRATES,10006535356
LAFAY,Victor,17/01/1996,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10013629692
LAHAYE,Lucie,21/11/1997,Female,CTW,(Fra),CMW,CHARENTE - MARITIME WOMEN CYCLING,10016040952
LAIZANE,Lija,06/07/1993,Female,CTW,(Lat),EIC,ENEICUE CYCLING TEAM,10008680571
LAMBRECHT,Bjorg,02/04/1997,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10014621621
LAMMERTINK,Maurits,31/08/1990,Male,PCT,(Ned),ROC,ROOMPOT - CHARLES,10007061782
LAMMERTINK,Steven,04/12/1993,Male,PCT,(Ned),VCB,VITAL CONCEPT - B&B HOTELS,10007966613
LAMPAERT,Yves,10/04/1991,Male,WTT,(Bel),DQT,DECEUNINCK  -  QUICK - STEP,10008622876
LANDA MEANA,Mikel,13/12/1989,Male,WTT,(Spa),MOV,MOVISTAR TEAM,10006836763
LANGELLOTTI,Victor,07/06/1995,Male,PCT,(Mon),BBH,BURGOS - BH,10008680773
LANGEVELD,Sebastian,17/01/1985,Male,WTT,(Ned),EF1,EF EDUCATION FIRST,10002833794
LANGVAD,Annika,22/03/1984,Female,CTW,(Den),DLT,BOELS DOLMANS CYCLINGTEAM,10006578604
LAPORTE,Christophe,11/12/1992,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10008198096
LASTRA MARTINEZ,Jonathan,03/06/1993,Male,PCT,(Spa),CJR,CAJA RURAL - SEGUROS RGA,10007245476
LATOUR,Pierre,12/10/1993,Male,WTT,(Fra),ALM,AG2R LA MONDIALE,10008681278
LAWLESS,Christopher,04/11/1995,Male,WTT,(GBr),SKY,TEAM SKY,10008681379
LAY,Kirsti,07/04/1988,Female,CTW,(Can),RLW,RALLY UHC CYCLING,10009142030
LE BON,Johan,03/10/1990,Male,PCT,(Fra),VCB,VITAL CONCEPT - B&B HOTELS,10006070867
LE GAC,Olivier,27/08/1993,Male,WTT,(Fra),GFC,GROUPAMA - FDJ,10007516672
LE NET,Marie,25/01/2000,Female,CTW,(Fra),FDJ,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,10023522278
LE ROUX,Romain,03/07/1992,Male,PCT,(Fra),PCB,TEAM ARKEA - SAMSIC,10007256590
LE TURNIER,Mathias,14/03/1995,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10009498001
LECROQ,Jérémy,07/04/1995,Male,PCT,(Fra),VCB,VITAL CONCEPT - B&B HOTELS,10008990971
LEDANOIS,Kevin,13/07/1993,Male,PCT,(Fra),PCB,TEAM ARKEA - SAMSIC,10007585885
LEEZER,Thomas,26/12/1985,Male,WTT,(Ned),TJV,TEAM JUMBO - VISMA,10003037191
LELEIVYTE,Rasa,22/07/1988,Female,CTW,(Ltu),VAI,AROMITALIA - BASSO BIKES - VAIANO,10004490676
LEMOINE,Cyril,03/03/1983,Male,PCT,(Fra),COF,COFIDIS SOLUTIONS CREDITS,10002963635
LEONARDI,Elena,07/12/1995,Female,CTW,(Ita),TOP,TOP GIRLS FASSA BORTOLO,10009787179
LEPISTÖ,Lotta Pauliina,28/06/1989,Female,CTW,(Fin),TFS,TREK - SEGAFREDO,10006326202
LETH,Julie,13/07/1992,Female,CTW,(Den),BIG,BIGLA,10006324279
LEVEAU,Jérémy,17/04/1992,Male,PCT,(Fra),DMP,DELKO MARSEILLE PROVENCE,10009646733
LEYSEN,Senne,18/03/1996,Male,PCT,(Bel),ROC,ROOMPOT - CHARLES,10010090913
LI,Jiaqi,27/07/1995,Female,CTW,(Chn),GPC,CHINA LIV PRO CYCLING,10009173857
LIANG,Hongyu,23/10/1990,Female,CTW,(Chn),GPC,CHINA LIV PRO CYCLING,10006401879
LIEPINS,Emils,29/10/1992,Male,PCT,(Lat),WVA,WALLONIE BRUXELLES,10007527584
LIETAER,Eliot,15/08/1990,Male,PCT,(Bel),WVA,WALLONIE BRUXELLES,10006006506
LIGTHART,Pim,16/06/1988,Male,PCT,(Ned),TDE,DIRECT ENERGIE,10004609908
LINDEMAN,Bert-Jan,16/06/1989,Male,WTT,(Ned),TJV,TEAM JUMBO - VISMA,10005961844
LIPPERT,Liane,13/01/1998,Female,CTW,(Ger),SUN,TEAM SUNWEB,10014049523
LIU,Dexiang,20/01/1993,Female,CTW,(Chn),GPC,CHINA LIV PRO CYCLING,10009203664
LIU,Jiali,06/04/1994,Female,CTW,(Chn),GPC,CHINA LIV PRO CYCLING,10010915110
LIVYNS,Arjen,01/09/1994,Male,PCT,(Bel),ROC,ROOMPOT - CHARLES,10011236826
LLAMAS GARCIA,Lorena,25/10/1987,Female,CTW,(Spa),MOV,MOVISTAR TEAM WOMEN,10011907338
LLOYD,Manon,05/11/1996,Female,CTW,(GBr),DRP,DROPS,10009403627
LOBATO DEL VALLE,Juan Jose,30/12/1988,Male,PCT,(Spa),NIP,NIPPO - VINI FANTINI - FAIZANE',10051354511
LONARDI,Giovanni,09/11/1996,Male,PCT,(Ita),NIP,NIPPO - VINI FANTINI - FAIZANE',10014704978
LONGO BORGHINI,Elisa,10/12/1991,Female,CTW,(Ita),TFS,TREK - SEGAFREDO,10007614985
LONGYKA,Anja,21/06/1993,Female,CTW,(Slo),BTC,BTC CITY LJUBLJANA,10084419484
LOPEZ GALLASTEGI,Enara,03/07/1997,Female,CTW,(Spa),BDU,BIZKAIA - DURANGO,10010778502
LOPEZ LLULL,Margarita,03/12/1997,Female,CTW,(Spa),HMT,HEALTH MATE - LADIES TEAM,10009997751
LOPEZ MORENO,Miguel Angel,04/02/1994,Male,WTT,(Col),AST,ASTANA PRO TEAM,10009763436
LOPEZ PARADA,Daniel,21/01/1994,Male,PCT,(Spa),BBH,BURGOS - BH,10010999780
LOPEZ-COZAR JAIMEZ,Juan Antonio,20/08/1994,Male,PCT,(Spa),EUS,EUSKADI BASQUE COUNTRY - MURIAS,10014024059
LORVIK,Ingrid,21/02/1986,Female,CTW,(Nor),HPU,HITEC PRODUCTS - BIRK SPORT,10008683403
LOZANO RAMIREZ,Laura Camila,25/10/1986,Female,CTW,(Col),HMT,HEALTH MATE - LADIES TEAM,10005454010
LOZANO RIBA,David,21/12/1988,Male,PCT,(Spa),TNN,TEAM NOVO NORDISK,10004864532
LU,Mei,16/04/1997,Female,CTW,(Chn),GPC,CHINA LIV PRO CYCLING,10023483175
LU,Siying,04/11/1996,Female,CTW,(Chn),GPC,CHINA LIV PRO CYCLING,10063016941
LUCAS,Sharlotte,25/07/1991,Female,CTW,(NZl),TIB,TEAM TIBCO - SILICON VALLEY BANK,10009858113
LUDVIGSSON,Tobias,22/02/1991,Male,WTT,(Swe),GFC,GROUPAMA - FDJ,10006477762
LUDWIG,Cecilie Uttrup,23/08/1995,Female,CTW,(Den),BIG,BIGLA,10008683807
LUDWIG,Hannah,15/02/2000,Female,CTW,(Ger),CSR,CANYON / /SRAM RACING,10043842364
LUEBKE,Jennifer,01/04/1986,Female,CTW,(USA),T20,SHO - AIR TWENTY20,10015853723
LUNKE,Sindre Skjã¸Stad,17/04/1993,Male,PCT,(Nor),RIW,RIWAL READYNEZ CYCLING TEAM,10019920043
LUTRO,Amalie,15/03/2000,Female,CTW,(Nor),HPU,HITEC PRODUCTS - BIRK SPORT,10015327802
LUTSENKO,Alexey,07/09/1992,Male,WTT,(Kaz),AST,ASTANA PRO TEAM,10006877886
MACKAIJ,Floortje,18/10/1995,Female,CTW,(Ned),SUN,TEAM SUNWEB,10008684312
MÄDER,Gino,04/01/1997,Male,WTT,(Swi),TDD,TEAM DIMENSION DATA,10009734942
MADOUAS,Valentin,12/07/1996,Male,WTT,(Fra),GFC,GROUPAMA - FDJ,10009163753
MADRAZO RUIZ,Angel,30/07/1988,Male,PCT,(Spa),BBH,BURGOS - BH,10005457242
MAES,Nikolas,09/04/1986,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10003038306
MAESTRI,Mirco,26/10/1991,Male,PCT,(Ita),BRD,BARDIANI CSF,10006684896
MAGNALDI,Erica,24/08/1992,Female,CTW,(Ita),WNT,WNT ROTOR PRO CYCLING TEAM,10048328010
MAGNER,Tyler,03/05/1991,Male,PCT,(USA),RLY,RALLY UHC CYCLING,10007491818
MAGNUSSON,Kim,31/08/1992,Male,PCT,(Swe),RIW,RIWAL READYNEZ CYCLING TEAM,10006884253
MAGRI,Silvia,17/10/2000,Female,CTW,(Ita),BPK,BEPINK,10030052095
MAINE,Katherine,22/11/1997,Female,CTW,(Can),RLW,RALLY UHC CYCLING,10010116575
MAISON,Jérémy,21/07/1993,Male,PCT,(Fra),PCB,TEAM ARKEA - SAMSIC,10009573072
MAJERUS,Christine,25/02/1987,Female,CTW,(Lux),DLT,BOELS DOLMANS CYCLINGTEAM,10005669935
MAJKA,Rafal,12/09/1989,Male,WTT,(Pol),BOH,BORA - HANSGROHE,10005380450
MALATSETXEBARRIA IBAIBARRIAGA,Amaia,09/12/2000,Female,CTW,(Spa),SWT,SOPELA WOMEN'S TEAM,10041704122
MALCOTTI,Barbara,19/02/2000,Female,CTW,(Ita),VAL,VALCAR CYLANCE CYCLING,10029919329
MALLING SIGGAARD,Christina,24/03/1994,Female,CTW,(Den),TVC,TEAM VIRTU CYCLING,10050049152
MALSEED,Shannon,27/12/1994,Female,CTW,(Aus),TIB,TEAM TIBCO - SILICON VALLEY BANK,10009991586
MALUCELLI,Matteo,20/10/1993,Male,PCT,(Ita),CJR,CAJA RURAL - SEGUROS RGA,10007744220
MANLY,Alexandra,28/02/1996,Female,CTW,(Aus),MTS,MITCHELTON SCOTT,10009115253
MANNION,Gavin,24/08/1991,Male,PCT,(USA),RLY,RALLY UHC CYCLING,10006271335
MANZIN,Lorrenzo,26/07/1994,Male,PCT,(Fra),VCB,VITAL CONCEPT - B&B HOTELS,10007216275
