code,First_Last,country_short,2018_team
10015621630,Gonçalo Leaça,(Por),LA.Aluminios
10007517177,João Leal,(Por),LA.Aluminios
10009074635,Fábio Mansilhas,(Por),LA.Aluminios
10014329005,Fábio Oliveira,(Por),LA.Aluminios
10013699919,David Ribeiro,(Por),LA.Aluminios
10009131017,Paulo Silva,(Por),LA.Aluminios
10013909578,Patrick Videira,(Por),LA.Aluminios
10008665518,Jan Brockhoff,(Ger),Leopard Pro Cycling
10009041996,Konrad Geßner,(Ger),Leopard Pro Cycling
10006668833,Alexander Krieger,(Ger),Leopard Pro Cycling
10009821434,Pit Leyder,(Lux),Leopard Pro Cycling
10015329923,Filip Maciejuk,(Pol),Leopard Pro Cycling
10007970350,Gaëtan Pons,(Lux),Leopard Pro Cycling
10015280211,Charles Quarterman,(GBr),Leopard Pro Cycling
10008691988,Szymon Rekita,(Pol),Leopard Pro Cycling
10014946367,Jens Reynders,(Bel),Leopard Pro Cycling
10005686002,Pit Schlechter,(Lux),Leopard Pro Cycling
10009417367,Mario Spengler,(Swi),Leopard Pro Cycling
10011029890,Luc Wirtgen,(Lux),Leopard Pro Cycling
10014937677,André Crispim,(Por),Liberty Seguros / Carglass
10044986863,João Carneiro,(Por),Liberty Seguros / Carglass
10014490063,André Carvalho,(Por),Liberty Seguros / Carglass
10044107395,Fábio Costa,(Por),Liberty Seguros / Carglass
10011167310,João Dinis,(Por),Liberty Seguros / Carglass
10014598278,Venceslau Fernandes,(Por),Liberty Seguros / Carglass
10009717057,Gaspar Gonçalves,(Por),Liberty Seguros / Carglass
10015332751,Pedro Lopes,(Por),Liberty Seguros / Carglass
10015333761,Pedro Lopes,(Por),Liberty Seguros / Carglass
10011020800,Rafael Lourenço,(Por),Liberty Seguros / Carglass
10009074736,César Martingil,(Por),Liberty Seguros / Carglass
10044112146,Luís Pereira,(Por),Liberty Seguros / Carglass
10015621832,Filipe Rocha,(Por),Liberty Seguros / Carglass
10009016435,Shao Hsuan Lu,(Tpe),Ljubljana Gusto Xaurum
10005971443,Timothy Guy,(Aus),Ljubljana Gusto Xaurum
10017854347,Jing Huei Wang,(Tpe),Ljubljana Gusto Xaurum
10015830077,Pavel Cizelj,(Slo),Ljubljana Gusto Xaurum
10017562337,Blaz Debevec,(Slo),Ljubljana Gusto Xaurum
10010969468,Tilen Finkst,(Slo),Ljubljana Gusto Xaurum
10014881602,Matic Groselj,(Slo),Ljubljana Gusto Xaurum
10007745634,Benjamin Hill,(Aus),Ljubljana Gusto Xaurum
10006408751,Wen Chung Huang,(Tpe),Ljubljana Gusto Xaurum
10014992039,Ziga Jerman,(Slo),Ljubljana Gusto Xaurum
10021315631,Torataro Nishi,(Jpn),Ljubljana Gusto Xaurum
10009800721,Izidor Penko,(Slo),Ljubljana Gusto Xaurum
10014972740,Tadej Pogacar,(Slo),Ljubljana Gusto Xaurum
10015338007,Viktor Potocki,(Cro),Ljubljana Gusto Xaurum
10017647112,Aljaz Prah,(Slo),Ljubljana Gusto Xaurum
10008693507,Ziga Rucigaj,(Slo),Ljubljana Gusto Xaurum
10009346538,Leo Appelt,(Ger),LKT Team Brandenburg
10010184677,Richard Banusch,(Ger),LKT Team Brandenburg
10009817289,Jonas Bokeloh,(Ger),LKT Team Brandenburg
10007622564,Jan Dieteren,(Ger),LKT Team Brandenburg
10011075764,Frederik Hähnel,(Ger),LKT Team Brandenburg
10013859260,Malte Jürß,(Ger),LKT Team Brandenburg
10045481462,Christian Maximilian Koch,(Ger),LKT Team Brandenburg
10009975927,Moritz Malcharek,(Ger),LKT Team Brandenburg
10015141478,Paul Rudys,(Ger),LKT Team Brandenburg
10015768039,Paul Taebling,(Ger),LKT Team Brandenburg
10015768241,Philip Weber,(Ger),LKT Team Brandenburg
10008705025,Alexander Evtushenko,(Rus),Lokosphinx
10007895073,Artem Samolenkov,(Rus),Lokosphinx
10004520887,Dmitrii Sokolov,(Rus),Lokosphinx
10008705227,Mamyr Stash,(Rus),Lokosphinx
10008629142,Dmitrii Strakhov,(Rus),Lokosphinx
10006795438,Kirill Sveshnikov,(Rus),Lokosphinx
10008855878,Alexander Vdovin,(Rus),Lokosphinx
10008855979,Sergey Vdovin,(Rus),Lokosphinx
10009801327,Sergii Movchan,(Ukr),Lviv Cycling Team
10011136792,Vladislav Zubar,(Ukr),Lviv Cycling Team
10015851396,Viktor Strogush,(Ukr),Lviv Cycling Team
10007892447,Volodymyr Dzhus,(Ukr),Lviv Cycling Team
10007898006,Illya Klepikov,(Ukr),Lviv Cycling Team
10008665821,Anatolii Budiak,(Ukr),Lviv Cycling Team
10001287353,Sergiy Grechyn,(Ukr),Lviv Cycling Team
10006320340,Maksym Vasyliev,(Ukr),Lviv Cycling Team
10052380889,Timur Malieiev,(Ukr),Lviv Cycling Team
10010114858,Daehyeon Bae,(Kor),LX Cycling Team
10010100613,Dongheon Cha,(Kor),LX Cycling Team
10049091276,Euro Kim,(Kor),LX Cycling Team
10008977534,Kunsoo Kim,(Kor),LX Cycling Team
10006407337,Keonwoo Park,(Kor),LX Cycling Team
10009910350,Sanghong Park,(Kor),LX Cycling Team
10007416440,Sanghoon Park,(Kor),LX Cycling Team
10036114801,Insu So,(Kor),LX Cycling Team
10007092300,George Atkins,(GBr),Madison Genesis
10007151409,Michael Cuming,(GBr),Madison Genesis
10007622968,Taylor Karl Gunman,(NZl),Madison Genesis
10007151510,Richard Handley,(GBr),Madison Genesis
10007962973,Matthew Holmes,(GBr),Madison Genesis
10005572632,Tobyn Horton,(GBr),Madison Genesis
10004864734,Jonathan McEvoy,(GBr),Madison Genesis
10008173848,Isaac Mundy,(GBr),Madison Genesis
10009790516,George Pym,(GBr),Madison Genesis
10006134626,Erick Rowsell,(GBr),Madison Genesis
10015032152,Connor Swift,(GBr),Madison Genesis
10006363584,Neil Van Der Ploeg,(Aus),Madison Genesis
10006632154,Angelo De Clercq,(Bel),Marlux-Bingoal
10010998467,Arno Debeir,(Bel),Marlux-Bingoal
10009747975,Jarne Driesen,(Bel),Marlux-Bingoal
10009335020,Eli Iserbyt,(Bel),Marlux-Bingoal
10008628839,Thomas Joseph,(Bel),Marlux-Bingoal
10002782062,Kevin Pauwels,(Bel),Marlux-Bingoal
10009768890,Tijl Pauwels,(Bel),Marlux-Bingoal
10009748076,Gianni Siebens,(Bel),Marlux-Bingoal
10002782971,Dieter Vanthourenhout,(Bel),Marlux-Bingoal
10007155651,Michael Vanthourenhout,(Bel),Marlux-Bingoal
10002385170,Klaas Vantornout,(Bel),Marlux-Bingoal
10009762729,Abdulhadi Alajmi,(Kuw),Massi - Kuwait Team
10009834265,Ali Moslim,(Kuw),Massi - Kuwait Team
10009834366,Saied Jafer Alali,(Kuw),Massi - Kuwait Team
10009835073,Salman Hasan Alsaffar,(Kuw),Massi - Kuwait Team
10009835174,Alakari Othman,(Kuw),Massi - Kuwait Team
10009999569,Khaled Alkhalaifah,(Kuw),Massi - Kuwait Team
10013665159,Oskar Malaxetxebarria Ibaibarriaga,(Spa),Massi - Kuwait Team
10008837892,Ruben Caseny Catala,(Spa),Massi - Kuwait Team
10005509277,Jose Manuel Gutierrez Revuelta,(Spa),Massi - Kuwait Team
10016037922,Jorge Ferrer Bueno,(Spa),Massi - Kuwait Team
10042534985,Hilari Redondo Corbera,(Spa),Massi - Kuwait Team
10048293351,Jarrah Al-Mutairi,(Kuw),Massi - Kuwait Team
10075039180,Anas Alkandari,(Kuw),Massi - Kuwait Team
10002523495,Yukihiro Doi,(Jpn),Matrix Powertag
10004622638,Airan Fernandez Casasola,(Spa),Matrix Powertag
10007801309,Ryosuke Hashimoto,(Jpn),Matrix Powertag
10001284222,Kazuyuki Manabe,(Jpn),Matrix Powertag
10010195185,Yuki Mase,(Jpn),Matrix Powertag
10004825833,Naoki Mukaigawa,(Jpn),Matrix Powertag
10006243447,Daisei Nagara,(Jpn),Matrix Powertag
10003340723,Junya Sano,(Jpn),Matrix Powertag
10009426663,Kenji Takubo,(Jpn),Matrix Powertag
10021507510,Jose Toribio Alcolea,(Spa),Matrix Powertag
10007265684,Daiki Yasuhara,(Jpn),Matrix Powertag
10009484358,Jonathan Caicedo,(Ecu),Medellin
10005634973,Robinson Eduardo Chalapud Gomez,(Col),Medellin
10007997228,Omar Alberto Mendoza Cardona,(Col),Medellin
10007633981,Cristhian Montoya Giraldo,(Col),Medellin
10007164644,Robigzon Leandro Oyola Oyola,(Col),Medellin
10008656424,Cesar Nicolas Paredes Avellaneda,(Col),Medellin
10005878079,Weimar Alfonso Roldan Ortiz,(Col),Medellin
10001457307,Oscar Sevilla Rivera,(Spa),Medellin
10009764648,Walter Alejandro Vargas Alzate,(Col),Medellin
10012892593,Robert Orr,(GBr),Memil CCN Pro Cycling
10014528661,Joni Kanerva,(Fin),Memil CCN Pro Cycling
10006058743,Roy Eefting,(Ned),Memil Ccn Pro Cycling
10011044341,Ben Hetherington,(GBr),Memil Ccn Pro Cycling
10074403933,Patrik Josefsson,(Fin),Memil Ccn Pro Cycling
10008986931,Hiski Kanerva,(Fin),Memil Ccn Pro Cycling
10008878817,Pierre Moncorgé,(Fra),Memil Ccn Pro Cycling
10012843487,Antti Sizko,(Fin),Memil Ccn Pro Cycling
10010958758,Jacob Tipper,(GBr),Memil Ccn Pro Cycling
10010957748,Samuel Volkers,(Aus),Memil Ccn Pro Cycling
10011042321,Ivan _otola,(Cro),Meridiana Kamen Team
10013834709,Antonino Schillaci Pugliese,(Ita),Meridiana Kamen Team
10006053992,Deni Banicek,(Cro),Meridiana Kamen Team
10006919013,Matteo Rabottini,(Ita),Meridiana Kamen Team
10007822628,Bruno Maltar,(Cro),Meridiana Kamen Team
10007291451,Jasmin Becirovic,(Cro),Meridiana Kamen Team
10011204692,Kristijan Budimir,(Cro),Meridiana Kamen Team
10009065642,Mateo Frankovic,(Cro),Meridiana Kamen Team
10009416458,David Jabuka,(Cro),Meridiana Kamen Team
10002725579,Emanuel Kiserlovski,(Cro),Meridiana Kamen Team
10015259696,Lorenzo Marenzi,(Cro),Meridiana Kamen Team
10007822830,Paolo Rigo,(Cro),Meridiana Kamen Team
10028436138,Ivan Vojskovic,(Cro),Meridiana Kamen Team
10011507719,Amin Chehrzad,(IRI),MES Kerman
10005757235,Saeid Chehrzad,(IRI),MES Kerman
10007210720,Moein Jamali,(IRI),MES Kerman
10007233453,Mahyar Karami Ranjbar,(IRI),MES Kerman
10004872717,Mohammad Sadegh Mozafari,(IRI),MES Kerman
10064741016,Amirhossein Rahiminia,(IRI),MES Kerman
10070508876,Mohammad Hossein Tizhooshpanah,(IRI),MES Kerman
10006713289,Mohammad Zangi Abadi,(IRI),MES Kerman
10004834018,Jacob Willem Ariesen,(Ned),Metec-TKH p/b Mantel
10009412923,Dylan Bouwmans,(Ned),Metec-TKH p/b Mantel
10009817693,Arvid de Kleijn,(Ned),Metec-TKH p/b Mantel
10016223232,Jasper de Laat,(Ned),Metec-TKH p/b Mantel
10013000105,Thijs de Lange,(Ned),Metec-TKH p/b Mantel
10010947644,David Dekker,(Ned),Metec-TKH p/b Mantel
10006118357,Tijmen Eising,(Ned),Metec-TKH p/b Mantel
10004853822,Jarno Gmelich Meijling,(Ned),Metec-TKH p/b Mantel
10007618928,Jasper Hamelink,(Ned),Metec-TKH p/b Mantel
10009043818,Stef Krul,(Ned),Metec-TKH p/b Mantel
10010973310,Jim Lindenburg,(Ned),Metec-TKH p/b Mantel
10010607235,Jelle Nieuwpoort,(Ned),Metec-TKH p/b Mantel
10007630648,Robbie van Bakel,(Ned),Metec-TKH p/b Mantel
10014952229,Lars van Den Berg,(Ned),Metec-TKH p/b Mantel
10014759946,Dennis van der Horst,(Ned),Metec-TKH p/b Mantel
10015598590,Danny van der Tuuk,(Ned),Metec-TKH p/b Mantel
10006492112,Stanislau Bazhkou,(Blr),Minsk Cycling Club
10009049575,Anton Ivashkin,(Blr),Minsk Cycling Club
10009166682,Yauheni Karaliok,(Blr),Minsk Cycling Club
10006918306,Kanstantsin Klimiankou,(Blr),Minsk Cycling Club
10007899016,Anton Muzychkin,(Blr),Minsk Cycling Club
10004503915,Siarhei Papok,(Blr),Minsk Cycling Club
10007891336,Raman Ramanau,(Blr),Minsk Cycling Club
10002917862,Branislau Samoilau,(Blr),Minsk Cycling Club
10007898309,Nikolai Shumov,(Blr),Minsk Cycling Club
10002670110,Yauhen Sobal,(Blr),Minsk Cycling Club
10009049373,Vasili Strokau,(Blr),Minsk Cycling Club
10003243723,Eduard Vorganov,(Rus),Minsk Cycling Club
10008661979,António Barbio,(Por),Miranda-Mortágua
10010714238,Francisco Campos,(Por),Miranda-Mortágua
10009993307,Gonçalo Carvalho,(Por),Miranda-Mortágua
10044330600,Artur Chaves,(Por),Miranda-Mortágua
10044950790,Tiago Leal,(Por),Miranda-Mortágua
10010675236,Jorge Magalhães,(Por),Miranda-Mortágua
10014316271,Damien Marques,(Fra),Miranda-Mortágua
10009843662,Nuno Meireles,(Por),Miranda-Mortágua
10014893827,Hugo Nunes,(Por),Miranda-Mortágua
10044330701,João Rocha,(Por),Miranda-Mortágua
10044097695,José Sousa,(Por),Miranda-Mortágua
10015577271,Pedro Teixeira,(Por),Miranda-Mortágua
10075634924,Nazhaerbieke Bieken,(Chn),Mitchelton-BikeExchange
10075640984,Xiaolong Sun,(Chn),Mitchelton-BikeExchange
10009750201,Wenhui Bi,(Chn),Mitchelton-BikeExchange
10035424178,Brayan Chaves Rubio,(Col),Mitchelton-BikeExchange
10011235513,Jacob Hennessy,(GBr),Mitchelton-BikeExchange
10009992192,Samuel Jenner,(Aus),Mitchelton-BikeExchange
10062490616,Zhihui Jiang,(Chn),Mitchelton-BikeExchange
10009438484,Jiankun Liu,(Chn),Mitchelton-BikeExchange
10009438989,Yikui Niu,(Chn),Mitchelton-BikeExchange
10009115556,Callum Scotson,(Aus),Mitchelton-BikeExchange
10014877760,Robert Stannard,(Aus),Mitchelton-BikeExchange
10011168623,Harrison Sweeny,(Aus),Mitchelton-BikeExchange
10010204380,Fuwen Xue,(Chn),Mitchelton-BikeExchange
10013551486,Ben Carman,(Aus),Mobius Bridgelane
10014876750,Ethan Berends,(Aus),Mobius Bridgelane
10046250388,Jesse Coyle,(Aus),Mobius Bridgelane
10008871440,Alistair Donohoe,(Aus),Mobius Bridgelane
10046246247,Alexander Evans,(Aus),Mobius Bridgelane
10006717232,Brad Evans,(NZl),Mobius Bridgelane
10009117778,Nicholas Kergozou,(NZl),Mobius Bridgelane
10046246954,Peter Livingstone,(Aus),Mobius Bridgelane
10011128611,Angus Lyons,(Aus),Mobius Bridgelane
10046246045,Conor Murtagh,(Aus),Mobius Bridgelane
10009008149,Dylan Newbery,(Aus),Mobius Bridgelane
10014221594,Aden Reynolds,(Aus),Mobius Bridgelane
10009002287,Andre Looij,(Ned),Monkey Town
10005678625,Jasper Ockeloen,(Ned),Monkey Town
10009817592,Stephan Bakker,(Ned),Monkey Town
10011737485,Jordy Buskermolen,(Ned),Monkey Town
10003038609,Maarten de Jonge,(Ned),Monkey Town
10012479840,Wim Kleiman,(Ned),Monkey Town
10006472712,Barry Markus,(Ned),Monkey Town
10015290921,Martins Pluto,(Lat),Monkey Town
10054862372,Antonio Santoro,(Ita),Monkey Town
10004563428,Peter Schulting,(Ned),Monkey Town
10007295996,Ivar Slik,(Ned),Monkey Town
10009400900,Rick van Breda,(Ned),Monkey Town
10011140634,Mel van der Veekens,(Ned),Monkey Town
10007966714,Sven van Luijk,(Ned),Monkey Town
10006641753,Joey van Rhee,(Ned),Monkey Town
10007859004,Marco Zanotti,(Ita),Monkey Town
10007585077,Federico Zurlo,(Ita),Mstina Focus
10007728557,Ionut-Adrian Sdraila,(Rom),Mstina Focus
10061630447,Emanuel Stan,(Rom),Mstina Focus
10062047951,Ionut-Andrei Andrei,(Rom),Mstina Focus
10007518490,Giacomo Berlato,(Ita),Mstina Focus
10063375336,Andrei Cojanu,(Rom),Mstina Focus
10053731112,Emil Dima,(Rom),Mstina Focus
10009429996,Vlad-Nicolae Dobre,(Rom),Mstina Focus
10006636194,Mattia Marcelli,(Ita),Mstina Focus
10008685322,Nicolas Marini,(Ita),Mstina Focus
10060805947,Raul-Antonio Sinza,(Rom),Mstina Focus
10008854868,Riccardo Stacchiotti,(Ita),Mstina Focus
10052411811,Marco Antonio Arriagada Quinchel,(Chi),Municipalidad De Pocito
10049193835,Gerardo Exequiel Atencio,(Arg),Municipalidad De Pocito
10049191411,Leonardo Franco Cobarrubia,(Arg),Municipalidad De Pocito
10049864347,Tivani Gerardo Matias,(Arg),Municipalidad De Pocito
10049864246,Pedro Cristian Gonzalez,(Arg),Municipalidad De Pocito
10049864448,Hector Maximiliano Lucero,(Arg),Municipalidad De Pocito
10013765290,Juan Javier Melivillo,(Arg),Municipalidad De Pocito
10009860739,Andres Camilo Mendoza Ramirez,(Col),Municipalidad De Pocito
10049183832,Gonzalo Savas Miranda Figueroa,(Chi),Municipalidad De Pocito
10006450177,Enzo Moyano,(Arg),Municipalidad De Pocito
10045961614,Angel Leonardo Pereyra,(Arg),Municipalidad De Pocito
10049864145,Diego Emanuel Tivani Saavedra,(Arg),Municipalidad De Pocito
10050077343,Sergio Javier Aguirre Maldonado,(Arg),Municipalidad de Rawson
10062125753,Kevin Castro Carbajal,(Arg),Municipalidad de Rawson
10049859394,Facundo Matias Cattapan Carrion,(Arg),Municipalidad de Rawson
10049864953,Ezequiel Edgardo Falon Avila,(Arg),Municipalidad de Rawson
10063090295,Pedro Gordillo,(Arg),Municipalidad de Rawson
10014999618,Higiño Lucero,(Arg),Municipalidad de Rawson
10049193128,Andres Dario Paez,(Arg),Municipalidad de Rawson
10049865054,Alan Giannino Ramirez Sambrano,(Arg),Municipalidad de Rawson
10049863438,Alejandro Saquilan,(Arg),Municipalidad de Rawson
10004610312,Andi Bajc,(Slo),My Bike Stevens
10011151748,Tobias Edelbauer,(Aut),My Bike Stevens
10009781927,Gerd Fidler,(Aut),My Bike Stevens
10010609962,Julian Gruber,(Aut),My Bike Stevens
10007386128,Rok Korosec,(Slo),My Bike Stevens
10007510612,Maximilian Kuen,(Aut),My Bike Stevens
10003214724,Péter Kusztor,(Hun),My Bike Stevens
10009486984,Stefan Mastaller,(Aut),My Bike Stevens
10002070023,Matej Mugerli,(Slo),My Bike Stevens
10008689665,János Zsombor Pelikán,(Hun),My Bike Stevens
10008079777,Elias Tranninger,(Aut),My Bike Stevens
10009399280,Andreas Umhaller,(Aut),My Bike Stevens
10009399785,Thomas Umhaller,(Aut),My Bike Stevens
10009797485,Takahito Kishi,(Jpn),Nasu Blasen
10009667345,Takaaki Higuchi,(Jpn),Nasu Blasen
10045933322,Shota Minowa,(Jpn),Nasu Blasen
10063224277,Atsuya Nagayoshi,(Jpn),Nasu Blasen
10007747755,Hayato Nishio,(Jpn),Nasu Blasen
10016010640,Masayuki Shibata,(Jpn),Nasu Blasen
10010987858,Masaki Shimojima,(Jpn),Nasu Blasen
10014134092,Yuto Yoshida,(Jpn),Nasu Blasen
10073852346,Lex Nederlof,(Ned),NEX CCN
10004726106,Ryan Ariehan,(Ina),NEX CCN
10009318953,Kritsada Changpad,(Tha),NEX CCN
10048216256,Dodo Choummaly,(Lao),NEX CCN
10002464487,Konstantin Fast,(Rus),NEX CCN
10004860892,Hari Fitrianto,(Ina),NEX CCN
10009778691,Logan Griffin,(NZl),NEX CCN
10014383666,Phun Hong Ong,(Mas),NEX CCN
10010125568,Thavone Phon Asa,(Lao),NEX CCN
10009772429,Soutthisack Vandila,(Lao),NEX CCN
10015092170,Phyuth Yoeun,(Cam),NEX CCN
10007459785,Altansukh Altanzul,(Mgl),Ningxia Sports Lottery Livall
10062644705,Lijun Bai,(Chn),Ningxia Sports Lottery Livall
10002951107,Francisco Jarley Colorado Hernandez,(Col),Ningxia Sports Lottery Livall
10010754755,Bolor-Erdene Enkhtaivan,(Mgl),Ningxia Sports Lottery Livall
10009341080,Munkhtulga Erdenesuren,(Mgl),Ningxia Sports Lottery Livall
10008626516,Peng Gao,(Chn),Ningxia Sports Lottery Livall
10009836992,Shan Li,(Chn),Ningxia Sports Lottery Livall
10011005339,Zhi Chao Liu,(Chn),Ningxia Sports Lottery Livall
10005476642,Vladimir Yesid Lopez Gil,(Col),Ningxia Sports Lottery Livall
10005453505,Edwin Arnulfo Parra Bustamante,(Col),Ningxia Sports Lottery Livall
10011242179,Zhengshuai Sun,(Chn),Ningxia Sports Lottery Livall
10008764235,Nan Wu,(Chn),Ningxia Sports Lottery Livall
10056056078,Chun Long Zhang,(Chn),Ningxia Sports Lottery Livall
10014878568,Benjamin Andrews,(Aus),Oliver's Real Food Racing
10009494361,Carsten Chapman,(Aus),Oliver's Real Food Racing
10009979361,Ryan Christensen,(NZl),Oliver's Real Food Racing
10012689705,Rowan Dever,(Aus),Oliver's Real Food Racing
10053576922,Clinton Edwards,(Aus),Oliver's Real Food Racing
10015605260,Campbell Jones,(Aus),Oliver's Real Food Racing
10012900980,Karl Michelin-Beard,(Aus),Oliver's Real Food Racing
10010666546,Callum Pearce,(Aus),Oliver's Real Food Racing
10014864929,Nicholas Reddish,(NZl),Oliver's Real Food Racing
10011116382,Rien Schuurhuis,(Ned),Oliver's Real Food Racing
10046250994,Jack Sutton,(Aus),Oliver's Real Food Racing
10015536552,Nicholas White,(Aus),Oliver's Real Food Racing
10013551688,Sean Whitfield,(Aus),Oliver's Real Food Racing
10079044068,Saeed Dargahi,(IRI),Omidnia Mashhad Team
10079044674,Masoud Poor Hemmati,(IRI),Omidnia Mashhad Team
10079277575,Morteza Rezvani Gilkolaei,(IRI),Omidnia Mashhad Team
10069741162,Mahdi Heidari,(IRI),Omidnia Mashhad Team
10069738132,Morteza Khalilzadeh Alibad,(IRI),Omidnia Mashhad Team
10008958942,Navad Kolahi,(IRI),Omidnia Mashhad Team
10069736314,Ahmad Noormohammadi Baygi,(IRI),Omidnia Mashhad Team
10014146624,Keivan Rakani,(IRI),Omidnia Mashhad Team
10009210233,Kamal Razi,(IRI),Omidnia Mashhad Team
10010872468,Mahdi Rouzbahaneh,(IRI),Omidnia Mashhad Team
10069735809,Seyed Mohammadmoein Salimi,(IRI),Omidnia Mashhad Team
10009788391,Thomas Baylis,(GBr),One Pro Cycling
10006142003,Karol Domagalski,(Pol),One Pro Cycling
10009854069,Jake Kelly,(GBr),One Pro Cycling
10008681177,Christopher Latham,(GBr),One Pro Cycling
10007527584,Emils Liepins,(Lat),One Pro Cycling
10007809692,Hayden McCormick,(NZl),One Pro Cycling
10008088467,James Oram,(NZl),One Pro Cycling
10016056514,Alexandar Richardson,(GBr),One Pro Cycling
10009324209,Jacob Scott,(GBr),One Pro Cycling
10015093281,Szymon Tracz,(Pol),One Pro Cycling
10003261911,Peter Williams,(GBr),One Pro Cycling
10023658684,Zsombor Wermeser,(Hun),Pannon
10009659968,Dániel Dina,(Hun),Pannon
10008816775,Márton Dina,(Hun),Pannon
10009520532,Viktor Filutás,(Hun),Pannon
10008731495,Botond Holló,(Hun),Pannon
10023621908,Máté Kovács,(Hun),Pannon
10010785269,András Kriván,(Hun),Pannon
10011000790,Gergo Orosz,(Hun),Pannon
10014046691,Zoltán Ruttkay,(Hun),Pannon
10007157974,Péter Simon,(Hun),Pannon
10011220961,Miklos Szabo,(Svk),Pannon
10006448056,András Szatmáry,(Hun),Pannon
10010785370,Ferenc Szöllosi,(Hun),Pannon
10009820727,Attila Valter,(Hun),Pannon
10009825676,Márk Zathureczky,(Hun),Pannon
10015426317,Tomas Barta,(Cze),Pardus-Tufo Prostejov
10015327903,Daniel Babor,(Cze),Pardus-Tufo Prostejov
10015528771,Marek Dolnicek,(Cze),Pardus-Tufo Prostejov
10006120781,Karel Hnik,(Cze),Pardus-Tufo Prostejov
10008993193,Ludek Lichnovsky,(Cze),Pardus-Tufo Prostejov
10006903552,Wojciech Pszczolarski,(Pol),Pardus-Tufo Prostejov
10047918081,Karel Tyrpekl,(Cze),Pardus-Tufo Prostejov
10013395175,Mykyta Zubenko,(Ukr),Pardus-Tufo Prostejov
10009360884,Lander Loockx,(Bel),Pauwels Sauzen-Vastgoedservice
10006643975,Jens Adams,(Bel),Pauwels Sauzen-Vastgoedservice
10006629326,Michael Boros,(Cze),Pauwels Sauzen-Vastgoedservice
10011155283,Jelle Camps,(Bel),Pauwels Sauzen-Vastgoedservice
10009334818,Johan Jacobs,(Swi),Pauwels Sauzen-Vastgoedservice
10008628940,Yannick Peeters,(Bel),Pauwels Sauzen-Vastgoedservice
10009768587,Seppe Rombouts,(Bel),Pauwels Sauzen-Vastgoedservice
10008642579,Jelle Schuermans,(Bel),Pauwels Sauzen-Vastgoedservice
10010946028,Florian Vermeersch,(Bel),Pauwels Sauzen-Vastgoedservice
10008631667,Sieben Wouters,(Ned),Pauwels Sauzen-Vastgoedservice
10015711960,Kevin Tutuarima,(Ina),PGN Road
10007680663,Bambang Suryadi,(Ina),PGN Road
10007680764,Dani Lesmana,(Ina),PGN Road
10007683693,Chelly Aristya,(Ina),PGN Road
10063412116,Sandy Nur Hasan,(Ina),PGN Road
10008888618,Arin Iswana,(Ina),PGN Road
10009431010,Novardianto Jamalidin,(Ina),PGN Road
10006693283,Robin Manulang,(Ina),PGN Road
10009895495,Teten Rohendi,(Ina),PGN Road
10061297011,Odie Purnomo Setiawan,(Ina),PGN Road
10009060386,Dikdik Permana Sidik,(Ina),PGN Road
10007130086,Dadi Suryadi,(Ina),PGN Road
10064888031,Rachmad Noka Wibisono,(Ina),PGN Road
10050321459,Majid Abouei Mehrizi,(IRI),Pishgaman
10008789800,Behnam Ariyan,(IRI),Pishgaman
10007210114,Hamid Beyk Khormizi,(IRI),Pishgaman
10009435252,Seyed Moezeddin Seyed Rezaei Khormizi,(IRI),Pishgaman
10009435454,Seyed Mohammad Mahdi Seyedrezaei Khormizi,(IRI),Pishgaman
10010876007,M.Amin Shafaghi Yazdi,(IRI),Pishgaman
10016152504,Seyed Sajjad Tabatabaei,(IRI),Pishgaman
10052568627,Mohammadhossein Zare Bidoki,(IRI),Pishgaman
10007896487,Aboulfazl Zarezadehmehrizi,(IRI),Pishgaman
10053637950,Wilson Estiben Pena Molano,(Col),Polartec Kometa
10009518512,Miguel Angel Ballesteros Canovas,(Spa),Polartec Kometa
10008666730,Juan Camacho Del Fresno,(Spa),Polartec Kometa
10041949147,Isaac Canton Serrano,(Spa),Polartec Kometa
10010966236,Patrick Gamper,(Aut),Polartec Kometa
10015332650,Michele Gazzoli,(Ita),Polartec Kometa
10015314462,Awet Habtom Tekle,(Eri),Polartec Kometa
10014366084,Kevin Inkelaar,(Ned),Polartec Kometa
10009189015,Matteo Moschetti,(Ita),Polartec Kometa
10010127285,Wilson Estiben Pena Molano,(Col),Polartec Kometa
10009748682,Michel Ries,(Lux),Polartec Kometa
10009333808,Diego Pablo Sevilla Lopez,(Spa),Polartec Kometa
10055621905,Edouard Beaudoin,(Can),Probaclac-Devinci
10009795768,Olivier Brisebois,(Can),Probaclac-Devinci
10060174134,Felix Dolbec,(Can),Probaclac-Devinci
10008177888,Julien Gagne,(Can),Probaclac-Devinci
10061662274,Francis Izquierdo Bernier,(Can),Probaclac-Devinci
10059748950,Stephen Keeping,(Can),Probaclac-Devinci
10014648192,Olivier Péloquin,(Can),Probaclac-Devinci
10009367958,Hendrik Pineda,(Can),Probaclac-Devinci
10016089250,Max Rubarth,(Can),Probaclac-Devinci
10014646576,Connor Toppings,(Can),Probaclac-Devinci
10009993206,Altan-Ochir Erdenebat,(Mgl),Project Nice Cote d'Azur
10014039116,Brendan Cole,(Aus),Project Nice Cote d'Azur
10015342956,Julien Amadori,(Fra),Project Nice Cote d'Azur
10015343057,Stéphane Cognet,(Fra),Project Nice Cote d'Azur
